NU_ANO_CENSO|CO_ENTIDADE|NO_ENTIDADE|CO_ORGAO_REGIONAL|TP_SITUACAO_FUNCIONAMENTO|DT_ANO_LETIVO_INICIO|DT_ANO_LETIVO_TERMINO|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|CO_ESCOLA_SEDE_VINCULADA|CO_IES_OFERTANTE|TP_REGULAMENTACAO|IN_LOCAL_FUNC_PREDIO_ESCOLAR|TP_OCUPACAO_PREDIO_ESCOLAR|IN_LOCAL_FUNC_SALAS_EMPRESA|IN_LOCAL_FUNC_SOCIOEDUCATIVO|IN_LOCAL_FUNC_UNID_PRISIONAL|IN_LOCAL_FUNC_PRISIONAL_SOCIO|IN_LOCAL_FUNC_TEMPLO_IGREJA|IN_LOCAL_FUNC_CASA_PROFESSOR|IN_LOCAL_FUNC_GALPAO|TP_OCUPACAO_GALPAO|IN_LOCAL_FUNC_SALAS_OUTRA_ESC|IN_LOCAL_FUNC_OUTROS|IN_PREDIO_COMPARTILHADO|IN_AGUA_FILTRADA|IN_AGUA_REDE_PUBLICA|IN_AGUA_POCO_ARTESIANO|IN_AGUA_CACIMBA|IN_AGUA_FONTE_RIO|IN_AGUA_INEXISTENTE|IN_ENERGIA_REDE_PUBLICA|IN_ENERGIA_GERADOR|IN_ENERGIA_OUTROS|IN_ENERGIA_INEXISTENTE|IN_ESGOTO_REDE_PUBLICA|IN_ESGOTO_FOSSA|IN_ESGOTO_INEXISTENTE|IN_LIXO_COLETA_PERIODICA|IN_LIXO_QUEIMA|IN_LIXO_JOGA_OUTRA_AREA|IN_LIXO_RECICLA|IN_LIXO_ENTERRA|IN_LIXO_OUTROS|IN_SALA_DIRETORIA|IN_SALA_PROFESSOR|IN_LABORATORIO_INFORMATICA|IN_LABORATORIO_CIENCIAS|IN_SALA_ATENDIMENTO_ESPECIAL|IN_QUADRA_ESPORTES_COBERTA|IN_QUADRA_ESPORTES_DESCOBERTA|IN_QUADRA_ESPORTES|IN_COZINHA|IN_BIBLIOTECA|IN_SALA_LEITURA|IN_BIBLIOTECA_SALA_LEITURA|IN_PARQUE_INFANTIL|IN_BERCARIO|IN_BANHEIRO_FORA_PREDIO|IN_BANHEIRO_DENTRO_PREDIO|IN_BANHEIRO_EI|IN_BANHEIRO_PNE|IN_DEPENDENCIAS_PNE|IN_SECRETARIA|IN_BANHEIRO_CHUVEIRO|IN_REFEITORIO|IN_DESPENSA|IN_ALMOXARIFADO|IN_AUDITORIO|IN_PATIO_COBERTO|IN_PATIO_DESCOBERTO|IN_ALOJAM_ALUNO|IN_ALOJAM_PROFESSOR|IN_AREA_VERDE|IN_LAVANDERIA|IN_DEPENDENCIAS_OUTRAS|NU_SALAS_EXISTENTES|NU_SALAS_UTILIZADAS|IN_EQUIP_TV|IN_EQUIP_VIDEOCASSETE|IN_EQUIP_DVD|IN_EQUIP_PARABOLICA|IN_EQUIP_COPIADORA|IN_EQUIP_RETROPROJETOR|IN_EQUIP_IMPRESSORA|IN_EQUIP_IMPRESSORA_MULT|IN_EQUIP_SOM|IN_EQUIP_MULTIMIDIA|IN_EQUIP_FAX|IN_EQUIP_FOTO|IN_COMPUTADOR|NU_EQUIP_TV|NU_EQUIP_VIDEOCASSETE|NU_EQUIP_DVD|NU_EQUIP_PARABOLICA|NU_EQUIP_COPIADORA|NU_EQUIP_RETROPROJETOR|NU_EQUIP_IMPRESSORA|NU_EQUIP_IMPRESSORA_MULT|NU_EQUIP_SOM|NU_EQUIP_MULTIMIDIA|NU_EQUIP_FAX|NU_EQUIP_FOTO|NU_COMPUTADOR|NU_COMP_ADMINISTRATIVO|NU_COMP_ALUNO|IN_INTERNET|IN_BANDA_LARGA|NU_FUNCIONARIOS|IN_ALIMENTACAO|TP_AEE|TP_ATIVIDADE_COMPLEMENTAR|IN_FUNDAMENTAL_CICLOS|TP_LOCALIZACAO_DIFERENCIADA|IN_MATERIAL_ESP_QUILOMBOLA|IN_MATERIAL_ESP_INDIGENA|IN_MATERIAL_ESP_NAO_UTILIZA|IN_EDUCACAO_INDIGENA|TP_INDIGENA_LINGUA|CO_LINGUA_INDIGENA|IN_BRASIL_ALFABETIZADO|IN_FINAL_SEMANA|IN_FORMACAO_ALTERNANCIA|IN_MEDIACAO_PRESENCIAL|IN_MEDIACAO_SEMIPRESENCIAL|IN_MEDIACAO_EAD|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|IN_COMUM_CRECHE|IN_COMUM_PRE|IN_COMUM_FUND_AI|IN_COMUM_FUND_AF|IN_COMUM_MEDIO_MEDIO|IN_COMUM_MEDIO_INTEGRADO|IN_COMUM_MEDIO_NORMAL|IN_ESP_EXCLUSIVA_CRECHE|IN_ESP_EXCLUSIVA_PRE|IN_ESP_EXCLUSIVA_FUND_AI|IN_ESP_EXCLUSIVA_FUND_AF|IN_ESP_EXCLUSIVA_MEDIO_MEDIO|IN_ESP_EXCLUSIVA_MEDIO_INTEGR|IN_ESP_EXCLUSIVA_MEDIO_NORMAL|IN_COMUM_EJA_FUND|IN_COMUM_EJA_MEDIO|IN_COMUM_EJA_PROF|IN_ESP_EXCLUSIVA_EJA_FUND|IN_ESP_EXCLUSIVA_EJA_MEDIO|IN_ESP_EXCLUSIVA_EJA_PROF|IN_COMUM_PROF|IN_ESP_EXCLUSIVA_PROF
2017|35267348|SYLVIO DE ARAUJO PROF ESCOLA MUNICIPAL|20408|1|06/02/2017|20/12/2017|3|3506|35026|35|3543907|354390705|3|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|1|0|0|1|1|1|0|1|0|1|1|1|0|1|1|1|0|1|1|0|1|0|1|0|1|1|1|0|1|0|0|0|0|0|0|11|11|1|1|1|0|1|1|1|1|1|1|0|1|1|4|1|2|0|1|1|5|1|5|2|0|2|25|10|15|1|1|96|1|1|1|1|0|0|0|1|0|||0|0|0|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
2017|35286722|HELIO JORGE DOS SANTOS ESCOLA MUNICIPAL|20408|1|06/01/2017|20/12/2017|3|3506|35026|35|3543907|354390705|3|1|||||||||||1|1|1|0|0|0|0|0|0|0||1|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|0|0|0|0|1|0|29|29|1|0|1|0|1|0|1|1|0|1|1|1|1|12|0|10|0|1|0|5|3|0|1|1|1|9|5|4|1|1|64|1|1|0||0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35562497|FACULDADE ANHANGUERA DE RIO CLARO|20408|3|||3|3506|35026|35|3543907|354390705|4|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2017|35302200|ANA S PARK RECANTO INFANTIL|20408|1|30/01/2017|15/12/2017|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|1|0|1|0|1|1|1|0|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|5|5|1|0|1|0|1|0|1|0|1|0|0|1|0|2|0|2|0|1|0|1|0|2|0|0|1|0|0|0|0|0|15|1|0|0||0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35063502|JOVELINA MORATELI ESCOLA MUNICIPAL|20408|1|06/02/2017|18/12/2017|3|3506|35026|35|3543907|354390705|3|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|1|1|0|1|0|0|0|1|0|0|0|0|0|1|1|0|0|0|1|1|1|1|1|0|1|0|0|0|0|1|0|9|9|1|0|1|1|1|0|1|1|1|1|1|1|1|2|0|1|1|1|0|7|2|7|1|1|2|28|7|21|1|1|41|1|1|0|1|0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35267326|MARCELLO SCHMIDT ESCOLA MUNICIPAL|20408|1|06/02/2017|18/12/2017|3|3506|35026|35|3543907|354390705|3|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|1|1|0|1|1|0|1|1|0|1|1|1|0|1|1|0|1|0|1|0|1|1|1|0|1|1|0|0|0|1|0|15|15|1|1|1|1|1|1|1|1|1|1|0|1|1|3|1|2|1|1|1|7|4|3|2|0|2|25|9|16|1|1|70|1|1|0|1|0|0|0|1|0|||0|0|0|1|0|0|1|1|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
2017|35456184|RIO CLARO COLEGIO POLITECNICO|20408|1|30/01/2017|22/12/2017|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|1|0|0|1|1|1|0|0|0|0|0|1|1|0|1|0|0|0|0|0|1|0|1|0|0|0|1|0|1|1|0|0|0|0|0|5|5|0|0|0|1|1|0|1|1|1|1|1|1|1|0|0|0|1|2|0|2|2|2|5|1|2|21|3|12|1|1|13|0|0|0||0|0|0|1|0|||0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
2017|35263072|EDUQ COMPLEXO EDUCACIONAL|20408|1|23/01/2017|20/12/2017|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|0|||1|1|2|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|1|0|0|1|1|1|0|0|1|1|1|0|0|1|1|0|0|1|1|1|1|0|1|0|0|1|1|0|1|0|0|0|1|0|0|19|19|1|0|1|0|1|0|1|1|1|1|0|1|1|1|0|1|0|4|0|5|2|3|5|0|1|65|12|53|1|1|49|0|0|0|1|0|0|0|1|0|||0|0|0|1|0|0|0|1|0|1|0|0|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
2017|35911148|OSCAR DE ALMEIDA PROFESSOR|20408|1|01/02/2017|21/12/2017|3|3506|35026|35|3543907|354390705|2|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|1|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|1|0|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|1|0|1|0|1|1|0|0|0|0|0|5|5|1|1|1|0|0|1|0|0|1|1|1|1|0|4|1|3|0|0|1|0|0|2|1|1|1|0|0|0|0|0|19|1|0|1|1|0|0|0|1|0|||0|1|0|1|0|0|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35204997|MITIKO MATSUSHITA NEVOEIRO ESCOLA MUNICIPAL|20408|1|06/02/2017|20/12/2017|3|3506|35026|35|3543907|354390705|3|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1|1|1|0|1|0|1|1|0|0|0|1|0|10|10|1|0|1|0|1|0|1|1|1|1|0|1|1|2|0|2|0|1|0|1|2|1|1|0|1|1|1|0|1|0|51|1|1|1||0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35021623|JOSE FERNANDES PROFESSOR|20408|1|01/02/2017|21/12/2017|3|3506|35026|35|3543907|354390710|2|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|1|1|0|0|1|0|1|1|0|0|0|0|0|0|1|0|0|0|1|0|0|1|0|0|1|1|0|0|0|0|0|8|8|1|0|1|1|0|1|1|1|1|1|1|1|1|2|0|2|1|0|2|1|4|2|2|1|2|21|5|16|1|1|45|1|0|0|1|0|0|0|1|0|||0|1|0|1|0|0|0|1|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35236354|SANTO ANTONIO ESCOLA MUNICIPAL|20408|1|06/02/2017|18/12/2017|3|3506|35026|35|3543907|354390705|3|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|1|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|0|1|1|0|0|0|1|0|6|6|1|0|1|0|1|0|1|1|0|1|0|1|0|1|0|2|0|1|0|1|1|0|1|0|1|0|0|0|0|0|32|1|0|0||0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35093524|CLARA FREIRE CASTELLANO ESCOLA MUNICIPAL|20408|1|06/02/2017|18/12/2017|3|3506|35026|35|3543907|354390705|3|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|1|0|0|1|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|25|25|1|0|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|3|2|1|1|1|2|0|0|0|0|0|56|1|1|1||0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35086356|ELPIDIO MINA PROF ESCOLA MUNICIPAL|20408|1|06/02/2017|20/12/2017|3|3506|35026|35|3543907|354390705|3|1|||||||||||1|1|3|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|1|1|0|1|1|0|1|1|1|1|1|1|0|1|1|0|0|0|1|0|1|1|0|0|1|0|0|0|0|1|0|34|34|1|0|1|0|1|1|1|1|1|1|1|1|1|9|0|6|0|1|1|2|1|32|1|1|2|15|6|9|1|1|77|1|1|0|1|0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35366924|CATAVENTO ESCOLA DE EDUCACAO INFANTIL|20408|1|23/01/2017|22/12/2017|3|3506|35026|35|3543907|354390705|4|1|1|0||1|0|0|0|0|||1|1|1|0|0|0|0|0|0|0||0|1|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|1|1|0|0|1|0|0|1|1|1|0|0|0|0|1|0|0|0|0|0|3|3|1|1|1|0|1|0|1|1|1|0|0|0|0|2|1|2|0|1|0|1|1|1|0|0|0|0|0|0|0|0|5|1|0|0||0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35191437|SERGIO HERNANI FITTIPALDI ESCOLA MUNICIPAL|20408|1|06/02/2017|20/12/2017|3|3506|35026|35|3543907|354390705|3|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|1|0|0|1|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|1|1|1|0|1|0|0|0|0|1|0|12|12|1|0|1|0|1|1|1|1|1|1|0|1|1|2|0|3|0|1|1|4|1|8|1|0|1|2|1|1|1|1|66|1|1|1|1|0|0|0|1|0|||0|0|0|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
2017|35429144|NOVO ALVORECER CENTRO EDUCACIONAL|20408|1|30/01/2017|15/12/2017|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|1|1|0|0|0|1|1|0|1|0|1|0|0|0|0|0|1|0|1|0|0|1|0|0|1|0|0|0|0|0|0|6|6|1|0|1|0|1|0|1|1|1|0|0|1|0|1|0|1|0|1|0|1|1|2|0|0|1|0|0|0|0|0|18|1|0|0|1|0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35267363|BENEDICTO JOSE ZAINE PROFESSOR ESCOLA MUNICIPAL|20408|1|06/02/2017|20/12/2017|3|3506|35026|35|3543907|354390710|3|2|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|1|1|1|1|1|0|0|0|0|0|0|1|0|4|3|1|0|1|0|0|1|1|1|1|1|1|1|1|2|0|1|0|0|1|3|1|4|1|1|1|12|2|10|1|1|14|1|0|0|1|0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35147597|MANOEL JOSE FERREIRA ESCOLA SENAI|16000|1|23/01/2017|20/12/2017|3|3506|35026|35|3543907|354390705|4|1|1|0||0|0|0|1|0|||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|1|1|1|0|0|1|1|1|1|0|1|0|0|0|1|0|1|0|1|1|1|1|1|1|0|1|0|0|0|0|0|21|21|1|1|1|0|1|1|1|1|1|1|1|1|1|15|9|3|0|1|3|38|1|3|24|1|2|142|58|84|1|1|70|0|0|0||0|0|0|1|0|||0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
2017|35021573|JOAQUIM SALLES CORONEL|20408|1|01/02/2017|21/12/2017|3|3506|35026|35|3543907|354390705|2|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|1|1|0|0|0|1|1|1|0|1|1|0|0|0|0|0|0|0|1|0|1|0|0|0|1|1|0|0|0|0|0|12|12|1|0|1|1|0|1|1|1|1|1|0|1|1|6|0|2|1|0|2|6|3|2|2|0|2|21|6|14|1|1|57|1|0|0|1|0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35236378|MONTEIRO LOBATO ESCOLA MUNICIPAL|20408|1|06/02/2017|18/12/2017|3|3506|35026|35|3543907|354390705|3|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|1|0|0|1|1|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|1|0|9|9|1|0|1|0|0|0|1|0|1|1|1|1|0|1|0|1|0|0|0|2|0|15|1|1|2|0|0|0|0|0|44|1|0|0||0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35126251|ADVENTISTA DE RIO CLARO COLEGIO|20408|1|12/01/2017|14/12/2017|3|3506|35026|35|3543907|354390705|4|1|4|0||1|1|1|1|1|||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|1|1|0|0|1|0|1|1|1|0|1|1|0|0|0|1|0|0|1|0|0|0|0|1|1|1|0|0|0|0|0|12|12|1|0|1|1|1|1|1|1|1|1|0|1|0|4|0|3|1|3|1|4|1|1|1|0|1|0|0|0|0|0|32|0|0|0|1|0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35041661|NELSON STROILI PROFESSOR|20408|1|01/02/2017|21/12/2017|3|3506|35026|35|3543907|354390705|2|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|1|1|0|0|0|1|1|1|1|1|1|0|0|0|1|0|0|0|1|0|0|1|0|0|1|1|0|0|0|0|0|12|9|1|0|1|1|0|1|1|1|1|1|1|1|1|2|0|2|2|0|2|2|2|1|2|1|2|23|9|14|1|1|56|1|0|0|1|0|0|0|1|0|||0|1|0|1|0|0|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35454624|MARINA FREDINE DAINESE CYRINO PROFA ESCOLA MUNICIPAL|20408|1|06/02/2017|20/12/2017|3|3506|35026|35|3543907|354390705|3|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0|1|1|0|0|0|0|1|0|0|1|0|0|1|0|1|1|1|0|1|1|0|0|0|0|0|6|6|1|0|1|0|0|0|1|1|1|0|0|1|0|2|0|1|0|0|0|2|1|8|0|0|1|0|0|0|0|0|31|1|1|0||0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35367084|DINAMICA ESCOLA INFANTIL E BERCARIO MEL|20408|1|06/02/2017|15/12/2017|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|1|0|1|0|0|0|0|1|0|0|0|1|0|6|6|1|0|1|0|1|1|1|1|0|0|0|1|0|4|0|4|0|1|1|1|1|0|0|0|1|0|0|0|0|0|8|1|0|0||0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35921944|JOAO BAPTISTA NEGRAO FILHO PROFESSOR|20408|1|01/02/2017|21/12/2017|3|3506|35026|35|3543907|354390705|2|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|1|0|0|1|1|1|0|1|1|0|1|1|0|1|1|0|0|0|0|0|1|0|1|0|1|0|1|0|1|1|0|0|0|0|0|9|8|1|1|1|0|0|0|0|1|1|1|0|1|1|2|1|1|0|0|0|0|2|1|1|0|1|21|4|17|1|1|45|1|1|0|1|0|0|0|1|0|||0|1|0|1|0|0|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35583844|ESCOLA MUNICIPAL CAMINHO DA VIDA PROFA MARGARIDA PENTEADO|20408|1|06/02/2017|20/12/2017|3|3506|35026|35|3543907|354390705|3|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|1|0|0|1|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|0|0|1|0|9|9|1|0|1|0|0|0|1|0|1|1|0|0|1|2|0|2|0|0|0|1|0|8|1|0|0|1|1|0|1|1|48|1|1|0||0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35159025|NAZARENA ESCOLA DE ENSINO FUNDAMENTAL|20408|1|30/01/2017|20/12/2017|3|3506|35026|35|3543907|354390705|4|1|1|0||1|1|1|1|1|||1|1|2|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|1|0|1|0|0|1|1|1|1|0|1|1|0|0|1|0|1|0|1|0|1|0|0|0|0|1|0|0|0|0|0|12|12|1|1|1|0|1|1|1|1|1|1|1|1|1|2|1|1|0|2|1|3|2|2|1|1|1|6|5|1|1|1|30|0|0|0|1|0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35236342|FRANCISCA COAN ESCOLA MUNICIPAL|20408|1|06/02/2017|20/12/2017|3|3506|35026|35|3543907|354390705|3|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|0|0|0|0|0|0|1|0|12|12|1|0|1|0|0|0|1|0|1|1|0|1|0|1|0|3|0|0|0|4|0|18|1|0|3|0|0|0|0|0|55|1|1|0||0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35530955|ESCOLA MUNICIPAL MARIA APARECIDA POLASTRI HARTUNG - DONA BIRRO|20408|1|06/02/2017|20/12/2017|3|3506|35026|35|3543907|354390705|3|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|1|0|0|1|1|0|0|0|0|0|0|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|0|0|0|1|1|0|8|8|1|0|1|0|0|0|0|1|1|0|0|0|0|2|0|2|0|0|0|0|1|3|0|0|0|0|0|0|0|0|43|1|0|0||0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35563857|ESCOLA SUPERIOR DE TECNOLOGIA E EDUCACAO DE RIO CLARO|20408|2|||3|3506|35026|35|3543907|354390705|4|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2017|35021568|MONSENHOR MARTINS|20408|2|||3|3506|35026|35|3543907|354390705|2|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2017|35285973|SUELI APARECIDA MARIN PROFESSORA ESCOLA MUNICIPAL|20408|1|06/02/2017|20/12/2017|3|3506|35026|35|3543907|354390705|3|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|1|0|0|0|0|1|1|1|0|1|1|0|0|0|0|0|0|0|1|0|1|0|1|0|1|0|0|0|0|0|0|5|5|1|0|1|0|0|1|1|1|1|1|0|1|0|2|0|2|0|0|1|1|2|3|1|0|3|0|0|0|0|0|35|1|0|1|1|0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2017|35061402|BENJAMIN FERREIRA ESCOLA MUNICIPAL|20408|1|06/02/2017|18/12/2017|3|3506|35026|35|3543907|354390705|3|1|||||||||||1|1|1|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|4|4|1|0|1|0|1|0|1|1|1|1|0|1|0|2|0|1|0|1|0|1|2|6|1|0|2|0|0|0|0|0|25|1|0|1||0|0|0|1|0|||0|0|0|1|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
